Invoice No,Total Invoice Value
541111,258
541112,251
541113,152
541114,160
541115,1178
C541117,-30
541118,1
541119,96
541120,530
541121,165
541122,196
541123,385
541124,120
541125,38
541126,162
541127,181
541128,226
541129,260
541130,687
541131,592
541132,452
541133,437
541134,396
541135,114
541136,322
541137,288
541138,424
541139,160
541149,120
541172,272
541181,74
C541201,0
541202,245
541203,272
541204,244
541205,348
541206,6642
541207,246
541208,80
541213,381
541214,369
541215,1096
541216,212
541217,94
541218,58
541219,2477
541220,13759
541221,1635
C541222,-90
541223,161
541224,161
541225,174
541226,180
541227,308
541228,36
C541229,-8
C541231,-36
C541232,-7
C541233,-4
C541234,-8
C541235,-4
541236,3
C541237,-2
541238,323
541239,203
541240,111
541241,131
541242,51
541243,48
541244,239
C541245,-48
541246,12
541247,648
541248,4
541249,35
541250,0
541251,187
541252,161
541253,235
C541254,-28
541255,4
541256,215
C541257,-4
541258,278
541259,213
541260,97
C541261,-32
541262,202
541263,492
541264,100
541265,287
541266,723
541267,454
541268,155
541269,809
541270,137
541271,282
541272,88
541273,136
541274,378
541275,84
541276,100
541277,148
541278,136
541279,430
541280,911
541281,56
541282,751
541283,80
541285,551
C541284,0
541286,278
541287,464
541288,173
541289,160
541290,48
541291,210
541292,284
541293,325
541294,96
541302,204
541316,83
541357,103
541362,172
541370,196
541371,221
541391,0
541400,372
541405,572
541406,299
541407,144
541408,207
541409,144
541410,888
541411,5
541412,5
541413,140
541414,179
C541415,-10
541417,200
C541416,-2
C541418,-24
541420,4
541421,3231
541422,2075
541423,2554
541424,2303
541425,0
541426,440
541427,360
541428,100
541429,184
541430,1772
541431,74215
541432,122
C541433,-74215
541434,330
541435,106
541436,270
541439,0
541473,240
541474,200
541479,344
541480,66
541481,206
541482,0
541483,93
541484,139
541485,183
541486,83
541487,0
541488,520
541489,376
541490,74
541491,518
C541492,-25
541493,1693
541494,5
541495,351
541496,378
541497,1854
C541498,-9
C541499,-18
541500,53
C541501,-7
C541502,-9
C541503,-6
541504,177
541505,15
541506,453
541507,264
541508,575
541509,93
541510,168
541511,100
541513,12
C541512,-24
541516,1559
541517,54
541518,1636
541519,0
541520,156
541521,86
541522,267
541523,90
541524,470
541525,72
541530,310
541552,362
541564,126
541565,133
541566,428
541567,473
541568,264
541569,480
541570,4960
541571,82
C541572,-200
C541573,-12
541574,82
541575,384
541576,77
541584,378
541585,243
C541586,-9
541587,185
541588,318
C541589,-48
541590,268
541591,151
541592,3112
541593,211
541594,167
541595,88
541596,416
541597,379
541600,0
541601,0
541602,117
C541603,-14
541604,231
541605,72
541606,80
541607,29
541608,288
541609,58
541610,312
541611,432
541615,79
541631,1084
C541641,-2
541648,220
541649,104
C541650,-544
C541651,-1283
541652,5
C541653,-1050
C541654,-60
541655,232
C541656,-11
541657,72
541658,143
541659,128
541660,379
541664,272
541669,240
541670,2188
541671,314
541672,108
541673,96
C541674,-15
541675,140
541676,339
541677,244
541678,61
541679,42
541680,1060
541681,137
541682,162
541683,144
541684,1231
541685,0
541686,304
541687,0
C541688,-40
C541689,-136
541690,28
C541691,-24
541692,20
C541693,-22
C541694,-12
541695,2634
541696,2033
541697,0
541698,132
541699,92
541700,73
C541701,-39
541702,0
541703,266
C541704,0
C541705,-32
541706,76
C541707,-17
541708,10
541709,314
C541710,-89
541711,5444
541712,84
541732,68
C541735,-46
541756,566
541782,0
C541779,-26
541783,538
541784,518
541785,75
C541786,-30
C541787,-39
541788,215
541789,6653
541791,81
C541790,0
541792,204
541793,204
541794,101
541795,161
541796,210
541797,13
541798,271
541799,5
541800,136
541801,42
541802,0
541808,10
541809,1784
541810,495
541811,627
541812,296
541813,307
541814,602
541815,6
541816,376
C541817,-36
C541818,-3
C541821,-34
C541822,-17
C541823,-2
C541824,-12
C541825,-4
C541826,-14
541827,2537
C541828,-2
C541829,-36
541830,1520
C541831,-4
541832,70
C541833,-9
C541834,-6
541835,112
541836,359
541837,120
541838,620
541839,261
541840,2
541841,117
541842,126
541843,690
541844,150
541845,122
541846,218
541847,321
541848,297
541849,111
541850,178
541851,75
C541852,-14
541853,186
541854,71
541855,321
541856,195
541857,435
541858,120
541859,233
541860,80
C541861,-18
541862,211
C541863,-61
541864,2030
541865,100
541866,290
541867,115
C541868,-23
541869,732
541870,667
541871,724
541872,201
541873,134
541874,720
541875,160
541876,95
541877,344
541878,604
541879,283
541880,128
541881,42
541882,0
541883,640
541884,160
C541885,-2
541886,354
C541897,-60
541903,84
541916,188
541919,192
541932,2340
541946,224
541947,184
541948,155
541949,208
541950,410
C541959,0
541960,204
541962,127
C541961,-27
541963,148
C541964,-21
541965,1150
541966,208
541967,0
541968,285
541969,1199
541970,736
541971,759
541972,239
541973,12
541974,115
541975,1844
541976,100
541977,268
541978,81
541979,248
541980,106
541981,138
541982,14
541983,15
541984,52
541985,171
541986,268
541987,328
541988,340
541989,297
541990,180
541991,270
541992,296
541993,553
C541994,-96
541995,170
541996,214
541997,186
541998,40
541999,1373
542000,390
542001,318
542002,320
542003,1180
542004,36
542005,136
542006,381
542025,260
542026,135
C542032,-21
C542038,-3
542057,132
542058,156
542059,66
C542060,-46
542065,80
C542078,-15
542079,124
542080,622
542081,11
C542082,-2
542083,26
542084,733
542085,264
C542086,-12
542087,280
C542088,-12
542090,152
C542089,-10
C542091,-23
C542092,-6
542093,366
C542094,-20
C542095,-5
542096,93
C542097,-8
542098,112
542099,90
542100,177
C542101,-38
542102,1422
542103,485
C542104,-7
542105,295
542106,956
542107,651
542108,98
542109,1599
542110,178
542111,130
542112,412
542113,87
542114,377
542115,876
542121,196
542122,454
542123,266
542124,252
542125,176
542126,429
542127,12
542128,159
542129,87
542130,110
542131,195
542132,36
542133,108
542134,262
542135,9
542136,0
542137,16
C542138,-207
C542139,-28
C542140,-130
542141,256
542142,120
542143,468
542145,408
542146,138
542147,532
542148,178
542149,21
542151,146
C542150,-6
542152,101
542153,102
542154,96
542155,224
542156,0
542174,211
542192,617
542207,72
542208,462
542212,200
542213,91
542214,76
542215,592
542216,437
542217,97
542219,434
C542218,-3
542220,198
542221,323
542222,192
542223,72
542224,48
542225,0
542226,138
542227,253
542228,282
542229,218
542230,210
542231,805
C542232,-250
542233,544
542234,9
542235,120
542236,129
542237,282
542238,303
542239,86
542240,216
542241,198
542242,106
542243,150
C542244,-3
C542245,-48
542246,219
542247,234
542252,666
542253,0
542254,452
542255,1491
C542256,-2
C542257,-14
542258,119
C542259,-8
C542260,-4
C542261,-16
C542262,-10
C542263,-2
C542264,-27
542265,112
542266,179
542267,8
542268,280
542269,523
C542270,-4
C542271,-13
542272,484
C542273,-26
542274,254
542275,416
542276,1442
542277,391
542278,486
542284,348
542303,1327
542320,137
542344,1368
542345,90
C542346,-85
542347,156
C542348,-1715
542349,271
542350,58
542351,123
C542352,-2
542353,284
542354,295
542355,300
542360,304
542361,0
542362,0
542363,0
542364,0
542365,0
C542366,-101
542367,0
542368,0
542369,210
542370,156
542371,134
542372,360
542373,1276
542374,201
542375,144
C542376,-8
542377,94
542378,0
542379,0
542380,0
542381,269
542382,163
C542383,-130
542384,123
C542385,-6
542386,212
542387,9
542388,114
542389,118
542390,273
542391,0
542392,0
542393,348
542394,0
542396,0
C542395,-6
542397,880
542398,523
542399,713
C542400,-5
542401,204
C542402,-58
C542403,-28
C542404,-29
542405,28
542406,105
542407,192
542408,214
542409,249
542411,208
542412,98
C542413,-270
542414,0
542415,0
C542416,-5
542417,0
542418,0
542419,76
542420,167
C542421,-1
542422,149
542423,792
C542424,-13
542425,174
C542426,-925
C542427,-6
542428,1676
542429,204
542430,256
542431,346
542432,148
542433,192
542434,206
542470,215
542503,328
542504,0
542505,0
542506,612
542507,0
542508,0
542509,0
542510,0
542511,294
542512,0
542513,0
542514,0
542515,0
542516,0
542517,1262
542518,0
542519,408
542520,145
542521,108
542526,370
542527,400
542528,108
542529,0
542530,151
542531,0
542532,0
542533,88
542534,484
542535,382
542536,1105
542538,216
C542537,-55
C542539,-82
C542540,-15
542541,1398
542542,310
542543,228
542544,0
542545,0
542546,0
542547,0
542548,0
542549,16
542550,0
542551,0
542552,0
542553,0
542554,0
542555,0
542556,0
542557,0
542558,0
542559,0
542560,0
542561,0
542562,0
542563,0
542564,0
542565,0
542566,0
542567,0
542568,122
542569,0
542570,0
542571,0
542572,0
542573,0
542574,0
542575,0
542576,0
542577,0
542578,346
542579,0
542580,0
542581,0
542582,0
542583,396
542584,135
542585,200
542586,420
542587,244
C542588,-11
C542589,-8
542590,97
542591,117
C542593,-30
542594,1
542595,314
542596,160
542597,140
542598,92
542599,74
542600,231
542601,180
542602,167
542603,242
C542604,-126
542605,179
542606,112
542607,310
542608,171
542609,91
542610,217
542611,271
542612,108
542613,210
542614,141
542615,14
542616,164
542617,493
542618,114
542619,396
542620,222
542621,345
542622,1164
542623,288
542624,634
542625,654
542626,182
542627,322
542628,124
542629,2300
542630,0
542631,96
542632,294
542633,586
542634,358
C542635,0
542636,42
C542637,-12
C542638,-15
C542639,-8
C542640,-40
542641,178
C542642,-30
C542643,-12
C542644,-2
C542645,-12
542646,248
542647,242
542648,459
542649,98
542659,151
542662,292
542664,1283
542667,312
542673,89
542678,134
542690,0
542691,472
542692,106
C542693,0
542694,0
C542704,-42
542707,114
542708,552
542709,254
542710,168
542711,72
542712,218
542713,754
C542714,-50
542715,98
542716,191
542717,80
542718,158
542719,145
542720,87
C542721,-7
542722,192
542723,75
542724,142
542725,10
C542726,-10
542727,105
542728,236
542729,179
542731,109
C542730,-4
C542732,-18
542733,101
542735,322
C542734,-28
542736,0
542737,128
C542738,-408
542739,192
C542740,-12
542741,66
542743,10
C542742,-12
C542744,0
542745,256
542746,0
C542748,-12
C542753,-4
542759,4
542776,192
542777,532
542778,189
542779,290
542780,556
C542781,-36
542782,265
542783,0
542784,0
542785,586
542786,228
C542787,-11
542788,292
542789,3048
542790,197
542791,327
C542792,-18
C542793,-312
542794,601
542795,253
542796,93
542797,120
C542798,-3
C542799,-2
542800,2
542806,678
C542805,-2
542812,178
C542832,-48
542835,102
542836,118
542849,60
542858,50
542859,0
C542860,-5
542861,0
542862,115
542863,200
542864,668
542865,86
C542866,-38
542867,90
542868,198
542869,168
542870,90
542871,0
542872,288
542879,0
542880,0
542881,108
542882,0
542883,0
542884,0
542885,0
542886,171
542887,200
542888,286
542889,176
542890,628
542891,1992
542892,0
542893,367
542894,135
542895,209
542896,240
542897,246
542898,279
542899,78
542900,122
542901,79
542902,168
542903,0
542904,377
542905,206
542906,1535
542907,268
542908,209
542909,672
C542910,-52
542911,406
C542912,-2
C542913,-2
542914,152
542915,32
C542916,-4
542919,640
542920,500
542921,150
542922,390
542923,284
542925,92
C542924,-24
542926,72
542927,242
542928,284
542929,200
542930,394
542931,116
542932,924
542933,956
542934,776
542936,95
542944,60
C542951,-2
542965,0
542989,120
542990,110
C542991,-48
542992,24
542993,208
542994,563
542995,132
542996,164
542997,378
542998,542
542999,490
543000,981
543001,210
543002,78
543003,80
C543004,-8
543005,76
543006,267
543007,114
543008,328
543009,39
543010,242
543011,212
543012,6
543013,1176
543014,0
543015,286
543016,100
543017,15
543018,12
543019,18
543020,154
543021,184
543022,474
543023,164
543024,267
543025,12
C543026,-24
543027,76
543028,188
543029,303
543030,42
543031,34
543032,50
543033,180
543034,0
543035,0
543036,97
543037,244
543038,91
C543039,-11
543040,662
543041,5
C543042,-24
543043,32
543044,222
543045,160
543046,98
543047,1660
543048,350
543049,0
C543050,-46
543051,0
C543052,-16
543053,119
543054,202
543055,511
543056,822
543057,420
543094,171
543095,132
543096,131
543097,1149
543098,164
543099,4012
543106,220
543107,358
543108,183
C543109,-24
543111,292
C543112,-12
543113,353
543114,617
543115,89
543116,794
543117,201
543118,219
C543119,-1
543120,173
543121,236
543122,130
543123,190
543124,451
543125,116
543126,95
543127,72
543128,44
543129,125
543130,40
543131,88
543132,116
543133,62
543134,15
543161,345
543162,215
543163,96
543164,79
543165,103
543166,537
543167,246
543168,192
543169,240
543170,144
543171,826
543172,564
543173,365
543174,186
C543175,-68
543176,0
543177,257
543178,178
543179,28
543180,522
543181,64
543182,1535
543183,40
543184,236
C543185,-28
543186,180
543187,252
543188,852
543189,84
543190,151
543191,136
543192,714
543193,823
543194,0
543196,170
C543195,-18
543197,212
543198,264
543199,120
543200,581
543201,643
543202,504
543214,296
543232,641
543235,243
543237,2213
543238,0
543240,12
C543239,-17
C543241,-1
543242,250
543243,290
C543244,-5
543245,103
543246,59
543247,372
543248,528
543249,147
543250,174
543251,384
543252,280
543253,307
543254,0
543255,239
543256,72
543257,0
543258,0
543259,0
543260,0
543261,0
543262,0
543263,11
543264,162
543265,0
543266,0
543267,0
543268,0
543269,0
543270,0
543271,0
543272,83
543273,252
543274,100
543275,118
543276,784
543277,600
543278,24
543279,175
543280,62
543281,71
543282,85
543283,68
543284,102
543285,310
543286,732
543287,476
543288,126
C543290,-12
543291,131
543292,204
543293,395
543294,118
543300,1189
543306,213
C543307,-14
543308,0
543309,191
543310,0
543325,84
543332,126
543342,264
543345,1102
C543347,-71
543348,290
543349,173
543350,129
543351,132
543352,24
C543353,-10
543354,464
543355,146
C543356,-3
543357,103
543358,1136
543359,102
543367,266
C543368,-56
543369,164
543370,1534
543371,272
543372,48
543373,92
543374,180
C543375,-48
543376,48
543377,120
543378,4032
543379,5472
543380,90
C543381,-144
543382,223
543383,7
543385,7
C543384,-7
543386,0
543387,882
C543388,-45
543389,121
543390,0
543391,204
543392,412
543393,92
543394,1200
543395,14
543396,276
543397,87
543398,90
543399,1082
543400,123
543411,176
543413,192
543428,354
C543431,-7
C543442,-22
C543445,-24
543446,111
543447,557
543448,2099
543449,240
543450,423
543451,565
543452,242
543453,0
543454,126
543455,0
543456,0
543457,375
543458,108
543459,76
543460,0
543461,473
543462,260
543463,579
543464,190
C543465,-6
543466,369
543467,1451
543468,203
C543469,-76
543470,495
543471,0
543472,0
543473,0
543474,379
C543475,-14
543476,208
543477,12
543478,652
543479,72
543480,44
543481,59
543482,118
543483,56
543484,264
543485,99
543486,394
543487,146
543492,102
543507,268
543518,4336
543519,512
543520,24
543521,0
543523,12
543527,266
543529,149
543530,1149
543532,882
543533,941
543534,188
543535,422
543536,23
543537,76
543538,297
543539,96
543540,92
543541,607
543542,109
543543,156
543544,22
543545,0
543546,1249
543547,96
543548,213
543549,0
543550,82
C543551,-532
543552,0
543553,92
543554,384
543555,1236
543565,400
543586,144
543587,140
543588,684
543589,100
543590,149
543591,270
543592,207
543593,486
543594,680
543595,237
543596,139
543597,651
543598,368
543599,0
543600,128
543601,56
543602,93
C543603,-50
543604,173
C543605,-32
C543606,-16
C543607,-12
C543608,-6
C543609,-6
543610,191
C543611,-80
543612,320
543618,128
543619,308
C543620,-9
543622,0
C543621,-19
543623,64
C543624,0
543625,120
543626,260
C543627,-5
C543628,-8
543629,644
543630,72
543631,335
C543632,-295
C543633,-74
C543634,0
C543635,-6
C543636,-3
C543637,-8
C543638,-11
543639,67
C543640,-29
543641,146
543642,55
C543643,-19
C543644,-8
543645,82
543646,82
543647,69
543648,158
543649,552
543650,752
543651,198
543652,270
543653,253
543654,0
543655,0
543656,0
543657,268
543658,242
543660,1076
C543659,0
C543661,-110
C543662,-50
C543663,-16
543664,90
543668,111
543669,0
543670,384
C543671,0
543672,288
543673,512
543674,972
543675,300
543688,290
543691,192
543693,88
C543706,-12
543713,1846
C543729,-2
543730,90
543731,328
543732,904
543733,93
543734,272
543735,444
543736,460
543737,1971
543738,72
543739,80
543740,283
C543741,-6
C543742,-1
C543743,-4
C543744,-48
C543745,-48
543746,268
543747,96
543748,264
C543749,-71
C543750,-6
543751,10
C543752,-64
543753,6
543754,405
C543755,-140
C543756,-42
C543757,-1
C543758,-65
543759,192
C543760,-80
C543761,-3
543762,4
C543763,-32
C543764,-21
C543765,0
C543766,-4
C543767,-6
C543768,-16
C543769,-4
543770,186
C543771,-20
C543772,0
C543773,-11
543774,750
C543775,-6
C543776,0
543777,175
C543778,-2
C543779,-11
C543780,0
543781,0
543782,0
543783,0
C543784,-28
C543785,-28
C543786,-8
C543787,0
543788,2
C543789,-1130
C543790,-7
C543791,-26
C543792,-25
543796,4
543797,249
543798,145
543799,88
543800,480
543801,184
543802,418
543803,184
543804,325
543805,97
543806,178
543807,85
543808,74
543809,168
543810,97
C543811,-21
543812,160
543813,65
543814,754
543815,71
543816,77
C543817,-12
C543818,-65
C543819,-58
543820,325
543821,658
543822,360
543823,480
543824,222
543825,362
543826,1250
543827,0
543828,1518
543829,2736
C543830,-28
543831,1996
543832,260
543833,132
C543834,0
C543835,-8
543836,192
C543837,-66
C543838,-31
543839,82
C543840,-70
C543841,-208
543842,1056
543852,812
543899,805
543900,390
543901,94
543907,69
543908,328
543909,931
543910,194
543911,622
543912,348
543913,132
543914,83
543915,174
543916,24
C543917,-8
C543918,0
543919,82
543920,8
543921,146
